play_id,PlayOfGame,yardline_100,game_seconds_remaining,drive,qtr,down,ydstogo,yards_gained,shotgun,no_huddle,qb_dropback,Run To Left,Run To Right,Run Gap Center,Run Gap End,Run Gap Middle Right,score_differential_post
1389,33,18,2223,8,2,2,7,5,0,0,0,0,0,1,0,0,11
1410,34,13,2182,8,2,3,2,0,0,0,0,0,0,1,0,0,11
1602,36,78,1944,10,2,1,10,-1,0,0,0,1,0,0,1,0,14
1640,37,79,1920,10,2,2,11,5,1,0,0,0,1,0,0,0,14
1909,44,60,1819,12,2,2,3,8,1,0,1,1,0,0,1,0,7
1935,45,52,1812,12,2,1,10,5,1,0,1,0,0,1,0,0,7
2330,50,80,1520,14,3,1,10,2,0,0,1,1,0,0,1,0,7
2373,51,78,1488,14,3,2,8,3,0,0,0,1,0,0,0,0,7
2446,54,60,1429,14,3,1,10,6,1,0,0,0,0,1,0,0,7
2469,55,54,1389,14,3,2,4,3,0,0,0,1,0,0,0,0,7
2490,56,51,1349,14,3,3,1,-3,0,0,0,1,0,0,1,0,7
3040,63,75,738,18,4,1,10,1,0,0,0,1,0,0,0,0,0
3203,65,55,531,20,4,1,10,12,0,0,0,0,0,1,0,0,0
3224,66,43,491,20,4,1,10,4,0,1,0,1,0,0,1,0,0
3294,69,32,364,20,4,1,10,-3,0,0,0,1,0,0,1,0,0
332,2,44,3291,2,1,1,10,3,0,0,0,1,0,0,0,0,0
419,5,17,3202,2,1,1,15,3,1,0,0,0,1,0,0,0,0
975,12,80,2723,5,1,2,10,1,1,0,0,0,0,1,0,0,14
1047,14,42,2657,5,2,1,10,2,0,0,0,0,0,1,0,0,14
1457,23,63,2256,7,2,1,10,8,0,0,0,0,0,1,0,0,18
1478,24,55,2214,7,2,2,2,6,1,0,0,0,0,1,0,0,18
1523,26,21,2126,7,2,1,10,2,1,0,0,0,1,0,0,1,18
1544,27,19,2085,7,2,2,8,2,1,0,0,0,0,1,0,0,18
1793,33,23,1903,9,2,1,10,4,1,0,0,1,0,0,0,1,21
1882,36,14,1893,9,2,1,10,-2,0,0,0,0,1,0,0,0,21
2277,44,52,1763,11,3,1,10,1,0,0,0,1,0,0,0,0,28
2353,47,25,1630,11,3,1,10,1,0,0,0,1,0,0,0,0,28
2398,49,14,1549,11,3,1,10,5,0,0,0,0,0,1,0,0,28
2444,51,1,1458,11,3,1,1,1,1,0,0,0,0,1,0,0,34
2663,55,48,1309,13,3,1,10,1,1,0,0,0,1,0,1,0,28
2684,56,47,1279,13,3,2,9,11,0,0,1,0,0,1,0,0,28
2714,57,36,1234,13,3,1,10,3,0,0,0,0,0,1,0,0,28
2735,58,33,1194,13,3,2,7,3,1,0,0,0,0,1,0,0,28
2756,59,30,1152,13,3,3,4,5,1,0,1,0,1,0,1,0,28
2786,60,25,1112,13,3,1,10,0,0,0,0,0,1,0,0,1,28
3243,64,85,790,15,4,1,20,4,0,0,0,0,0,1,0,0,21
3275,65,91,765,15,4,1,26,7,1,0,0,0,1,0,0,1,21
3569,69,75,425,17,4,1,10,4,0,0,0,0,0,1,0,0,21
3590,70,71,384,17,4,2,6,11,0,0,0,0,1,0,0,0,21
3633,72,60,337,17,4,2,10,4,1,0,0,0,0,1,0,0,21
3654,73,56,292,17,4,3,6,1,1,0,0,0,1,0,0,1,21
60,2,74,3592,1,1,1,10,10,0,0,0,0,1,0,0,0,0
109,4,64,3512,1,1,2,10,3,1,0,0,0,1,0,0,0,0
424,10,75,3282,3,1,1,10,4,1,0,0,0,1,0,0,1,-6
495,13,64,3161,3,1,1,10,1,0,0,0,1,0,0,1,0,-6
540,15,53,3091,3,1,1,10,5,1,0,0,0,0,1,0,0,-6
1467,28,75,2178,7,2,2,10,2,1,0,0,1,0,0,1,0,-12
1512,30,61,2099,7,2,1,10,-1,0,0,0,1,0,0,0,1,-12
1603,34,9,1978,7,2,1,9,-5,1,0,0,0,0,1,0,0,-12
2407,42,62,1434,10,3,2,10,5,1,0,0,1,0,0,0,0,-20
2580,45,41,1265,12,3,1,10,3,0,0,0,0,1,0,1,0,-20
2656,48,33,1216,12,3,2,10,13,1,0,0,1,0,0,1,0,-20
2706,50,17,1137,12,3,2,7,1,0,0,0,0,1,0,0,1,-20
3082,57,55,717,14,4,1,10,8,1,0,0,1,0,0,1,0,-20
3160,60,38,633,14,4,1,10,0,1,0,0,0,0,1,0,0,-20
3415,66,75,430,16,4,3,1,3,0,0,0,0,0,1,0,0,-20
559,6,77,3057,4,1,1,10,1,0,0,0,0,1,0,0,0,-3
668,10,57,2918,4,1,2,11,1,1,0,0,0,1,0,0,1,-3
724,12,59,2853,4,1,3,13,10,1,0,1,1,0,0,1,0,-3
1028,15,90,2587,6,2,1,20,2,1,0,0,0,1,0,0,1,-3
1154,20,75,2452,7,2,1,10,6,0,0,0,0,1,0,1,0,-10
1194,21,64,2430,7,2,1,10,3,0,0,0,1,0,0,1,0,-10
1219,22,61,2393,7,2,2,7,14,0,1,0,0,0,1,0,0,-10
1310,26,19,2271,7,2,1,10,3,1,0,0,0,1,0,0,1,-10
1417,30,1,2168,7,2,1,1,1,0,0,0,0,1,0,0,1,-4
1567,32,73,2105,9,2,1,10,4,1,0,0,1,0,0,0,1,-3
1624,34,47,2042,9,2,1,10,3,1,0,1,1,0,0,1,0,-3
1650,35,44,2004,9,2,2,7,4,1,0,0,0,0,1,0,0,-3
1699,37,33,1923,9,2,1,10,2,1,0,0,0,1,0,0,1,-3
1737,38,31,1917,9,2,2,8,11,1,0,0,1,0,0,0,0,-3
1758,39,20,1880,9,2,1,10,3,1,0,0,0,1,0,0,0,-3
1934,45,53,1789,11,3,1,10,2,0,0,0,0,0,1,0,0,0
1986,47,35,1730,11,3,1,10,4,1,0,0,1,0,0,0,1,0
2034,49,26,1662,11,3,3,1,3,0,0,0,0,0,1,0,0,0
2079,51,17,1586,11,3,2,4,9,0,1,0,1,0,0,0,1,0
2472,57,75,1131,13,3,1,10,2,0,1,0,0,0,1,0,0,-4
2548,60,60,1082,13,3,1,10,5,0,1,0,0,0,1,0,0,-4
2569,61,55,1047,13,3,2,5,-2,0,0,0,1,0,0,0,0,-4
2676,65,32,900,13,4,1,10,4,0,0,0,0,0,1,0,0,-4
2726,67,16,834,13,4,1,10,13,0,0,0,0,0,1,0,0,-4
3072,74,49,535,15,4,1,10,0,1,0,0,0,1,0,0,1,3
3141,77,27,407,15,4,1,10,27,0,0,0,0,0,1,0,0,9
3357,79,82,319,17,4,1,10,5,0,0,0,1,0,0,0,1,10
3378,80,77,275,17,4,2,5,2,0,0,0,0,0,1,0,0,10
3660,84,27,107,19,4,1,10,7,0,0,0,1,0,0,0,0,10
3698,86,20,101,19,4,2,3,2,0,0,0,0,0,1,0,0,10
3736,88,18,95,19,4,3,1,2,0,0,0,0,1,0,1,0,10
58,2,78,3595,1,1,1,10,4,0,0,0,0,0,1,0,0,0
464,7,76,3158,3,1,1,15,2,0,0,0,0,1,0,0,0,0
543,10,53,3054,3,1,1,10,7,0,1,0,0,0,1,0,0,0
564,11,46,3017,3,1,2,3,-1,1,1,0,0,0,1,0,0,0
884,15,75,2646,5,2,1,10,0,0,0,0,0,0,1,0,0,-3
940,17,56,2588,5,2,1,10,5,0,0,1,0,1,0,1,0,-3
990,19,43,2513,5,2,1,10,4,0,0,0,0,1,0,0,0,-3
1011,20,39,2473,5,2,2,6,2,0,0,0,1,0,0,1,0,-3
1061,22,26,2389,5,2,1,10,-8,0,0,0,0,1,0,1,0,-3
1517,27,91,2042,7,2,1,10,-2,1,0,0,0,0,1,0,0,0
1727,31,41,1871,9,2,1,10,12,1,0,1,1,0,0,1,0,0
2132,41,90,1676,12,3,1,10,7,0,0,0,1,0,0,0,0,7
2404,48,72,1408,14,3,1,10,5,1,0,0,0,0,1,0,0,7
2568,53,36,1280,14,3,1,10,1,0,0,0,0,0,1,0,0,7
2882,60,30,994,16,3,1,10,5,0,0,0,0,1,0,0,0,10
2925,62,25,949,16,3,3,5,-2,1,0,0,1,0,0,1,0,10
3319,66,76,535,18,4,1,10,6,0,0,0,0,0,1,0,0,10
3340,67,70,494,18,4,2,4,3,0,0,1,0,1,0,1,0,10
3393,68,52,468,18,4,1,10,8,0,0,0,0,1,0,0,0,10
3458,70,42,403,18,4,1,10,0,0,0,0,0,0,1,0,0,10
3479,71,42,364,18,4,2,10,0,0,0,0,0,0,1,0,0,10
3726,73,75,189,20,4,1,10,-5,0,0,0,0,0,1,0,0,7
3799,76,80,180,20,4,3,15,10,1,0,1,1,0,0,1,0,7
3946,79,27,128,22,4,1,10,-1,0,0,0,0,0,1,0,0,7
4016,81,33,120,22,4,2,16,8,0,0,0,0,0,1,0,0,7
4037,82,25,115,22,4,3,8,1,0,0,0,0,0,1,0,0,7
80,3,68,3567,1,1,2,3,9,1,0,0,0,0,1,0,0,0
101,4,59,3533,1,1,1,10,1,0,0,0,0,0,1,0,0,0
146,6,50,3459,1,1,3,1,-1,0,0,0,0,0,1,0,0,0
385,9,45,3289,3,1,1,10,4,0,0,0,0,0,1,0,0,0
760,14,80,2985,7,1,1,10,2,1,0,0,0,0,1,0,0,0
860,18,50,2830,7,1,1,10,7,1,0,0,0,0,1,0,0,0
881,19,43,2793,7,1,2,3,4,0,0,1,0,1,0,1,0,0
907,20,39,2756,7,1,1,10,1,0,0,0,0,0,1,0,0,0
956,21,38,2700,7,2,2,9,1,1,0,0,0,0,1,0,0,0
1164,24,51,2590,9,2,1,10,4,0,0,0,0,0,1,0,0,3
1439,27,95,2387,11,2,1,10,-1,0,0,0,0,0,1,0,0,10
1536,31,40,2223,11,2,1,10,12,1,0,0,1,0,0,1,0,10
1562,32,28,2188,11,2,1,10,5,0,0,0,0,1,0,0,0,10
1583,33,23,2148,11,2,2,5,4,0,0,0,0,0,1,0,0,10
1605,34,19,2112,11,2,3,1,0,0,0,0,0,0,1,0,0,10
2577,50,79,1681,17,3,1,20,6,1,0,1,0,0,1,0,0,14
2816,54,80,1488,19,3,1,10,-2,0,0,0,0,0,1,0,0,14
2877,56,91,1424,19,3,2,21,4,0,0,0,0,1,0,1,0,14
3217,62,67,1101,21,3,1,10,6,1,0,0,0,0,1,0,0,11
3262,64,37,1021,21,3,1,10,3,0,0,0,0,1,0,0,0,11
3329,67,19,940,21,3,1,10,1,1,0,0,1,0,0,0,0,11
3815,73,71,663,23,4,1,10,4,0,0,0,0,0,1,0,0,15
3836,74,67,626,23,4,2,6,0,0,0,0,0,1,0,0,0,15
4226,78,83,351,25,4,1,10,3,1,0,0,0,0,1,0,0,8
4247,79,80,314,25,4,2,7,6,0,0,0,0,0,1,0,0,8
4292,81,68,229,25,4,1,10,3,0,0,0,0,0,1,0,0,8
4330,83,65,223,25,4,2,7,9,0,0,0,0,0,1,0,0,8
4368,85,56,217,25,4,1,10,-2,0,0,0,0,0,1,0,0,8
4406,87,58,211,25,4,2,12,7,1,0,0,0,0,1,0,0,8
5267,99,54,400,29,5,1,10,9,1,0,0,0,0,1,0,0,-3
5288,100,45,363,29,5,2,1,4,1,0,0,0,0,1,0,0,-3
5394,103,18,286,29,5,2,10,3,0,0,0,0,0,1,0,0,-3
150,1,79,3528,2,1,1,10,2,0,0,0,1,0,0,0,0,0
171,2,77,3500,2,1,2,8,1,0,0,0,0,1,0,0,0,0
520,7,68,3145,4,1,2,3,4,0,0,0,0,1,0,0,0,-7
589,10,47,3037,4,1,1,10,7,1,0,0,0,0,1,0,0,-7
610,11,40,3002,4,1,2,3,4,0,0,0,0,1,0,0,0,-7
816,15,86,2809,6,1,1,10,9,0,0,0,1,0,0,0,0,-1
837,16,77,2775,6,1,2,1,4,1,0,0,0,0,1,0,0,-1
858,17,73,2742,6,1,1,10,0,0,0,0,0,0,1,0,0,-1
995,22,55,2582,6,2,3,4,1,1,0,1,0,1,0,1,0,-1
1208,24,86,2440,8,2,1,10,17,0,0,0,0,0,1,0,0,-1
1234,25,69,2407,8,2,1,10,1,0,0,0,0,1,0,0,0,-1
1279,27,57,2336,8,2,1,10,1,0,0,0,0,1,0,1,0,-1
1316,28,41,2314,8,2,1,10,8,1,0,0,0,0,1,0,0,-1
1337,29,33,2279,8,2,2,2,3,1,0,0,0,0,1,0,0,-1
1382,31,25,2206,8,2,2,5,3,0,0,0,0,0,1,0,0,-1
1625,35,77,1971,10,2,2,7,-2,0,0,0,1,0,0,1,0,-1
1725,38,50,1920,10,2,1,10,4,1,0,0,0,1,0,1,0,-1
2222,47,67,1696,12,3,3,7,8,1,0,1,0,0,1,0,0,-4
2254,48,59,1673,12,3,1,10,1,1,0,0,0,0,1,0,0,-4
2315,50,31,1626,12,3,1,10,5,1,0,0,0,1,0,1,0,-4
2711,53,91,1373,14,3,2,4,2,0,0,0,0,1,0,0,0,-4
2732,54,89,1335,14,3,3,2,0,1,0,0,1,0,0,0,0,-4
3235,59,69,705,18,4,1,10,4,1,0,0,1,0,0,0,0,-4
3317,62,44,608,18,4,1,10,7,0,0,0,1,0,0,0,0,-4
3338,63,37,574,18,4,2,3,-3,0,0,0,0,1,0,0,0,-4
3815,68,80,63,20,4,1,10,1,0,0,0,0,0,1,0,0,3
3853,70,79,58,20,4,2,9,3,0,0,0,0,1,0,0,0,3
644,6,66,3000,4,1,3,1,2,1,0,0,0,0,1,0,0,-3
695,8,44,2931,4,1,1,10,0,0,0,0,0,1,0,1,0,-3
762,11,34,2833,4,1,1,10,5,0,0,0,0,1,0,0,1,-3
783,12,29,2800,4,1,2,5,11,0,0,0,0,1,0,0,1,-3
833,14,3,2735,4,1,1,3,2,0,0,0,0,0,1,0,0,-3
875,15,1,2700,4,2,2,1,0,0,0,0,1,0,0,0,0,-3
942,17,1,2652,4,2,3,1,1,0,0,0,0,0,1,0,0,3
1556,25,51,2090,8,2,1,10,44,1,0,0,1,0,0,1,0,4
1582,26,7,2053,8,2,1,7,0,1,0,0,0,0,1,0,0,4
1835,30,22,1911,10,2,1,10,4,0,0,0,1,0,0,0,0,7
2075,37,75,1800,12,3,1,10,3,0,0,0,0,0,1,0,0,10
2096,38,72,1759,12,3,2,7,6,0,0,0,0,1,0,0,0,10
2117,39,66,1722,12,3,3,1,2,0,0,0,0,0,1,0,0,10
2422,45,98,1464,14,3,1,10,-1,0,0,0,0,0,1,0,0,10
2470,47,86,1379,14,3,1,10,-1,0,0,0,0,0,1,0,0,10
2728,52,75,1155,16,3,1,10,3,1,0,1,0,1,0,1,0,3
2754,53,72,1146,16,3,2,7,3,1,1,0,0,0,1,0,0,3
2799,55,42,1077,16,3,1,10,3,0,1,0,0,1,0,1,0,3
2849,57,29,1004,16,3,1,10,0,0,0,0,1,0,0,1,0,3
3144,64,48,783,18,4,1,10,3,0,0,0,0,1,0,1,0,10
3165,65,45,748,18,4,2,7,-3,0,0,0,0,1,0,1,0,10
3613,71,56,338,20,4,1,10,-1,0,0,0,1,0,0,1,0,3
3698,74,42,289,20,4,1,10,2,0,0,0,0,1,0,0,0,3
3719,75,40,252,20,4,2,8,0,0,0,0,0,1,0,1,0,3
3868,78,28,138,22,4,1,10,0,0,0,0,0,0,1,0,0,3
3906,80,28,132,22,4,2,10,0,1,0,0,0,0,1,0,0,3
60,2,75,3600,1,1,1,10,5,0,0,0,0,0,1,0,0,0
105,4,37,3527,1,1,1,10,1,0,0,0,1,0,0,1,0,0
126,5,36,3491,1,1,2,9,8,0,0,0,0,1,0,0,0,0
147,6,28,3452,1,1,3,1,2,0,0,0,0,1,0,0,0,0
218,8,7,3376,1,1,1,7,2,0,0,0,0,1,0,1,0,0
239,9,5,3343,1,1,2,5,3,0,0,0,0,0,1,0,0,0
575,13,74,3039,3,1,1,10,9,0,0,0,1,0,0,0,0,3
662,16,45,2996,3,1,2,10,1,0,0,0,0,1,0,0,0,3
740,19,11,2931,3,1,2,10,6,0,0,0,1,0,0,0,0,3
1206,26,61,2576,5,2,2,9,2,0,0,0,1,0,0,0,0,7
1426,30,79,2395,7,2,1,10,6,0,0,0,1,0,0,1,0,7
1760,36,79,2047,9,2,1,10,14,0,0,0,0,0,1,0,0,0
1810,38,52,1981,9,2,1,10,5,0,0,0,0,0,1,0,0,0
1872,40,34,1920,9,2,1,10,9,0,0,0,1,0,0,1,0,0
1915,42,25,1882,9,2,3,1,0,0,0,0,0,0,1,0,0,0
2246,47,36,1791,13,3,1,10,5,0,0,0,1,0,0,0,0,0
2267,48,31,1756,13,3,2,5,11,0,0,0,1,0,0,0,0,0
2288,49,20,1717,13,3,1,10,13,0,0,0,0,1,0,1,0,0
2314,50,7,1681,13,3,1,7,2,0,0,0,0,1,0,0,0,0
2615,54,28,1489,15,3,2,10,26,0,0,0,0,0,1,0,0,0
2657,55,1,1471,15,3,1,1,0,0,0,0,0,0,1,0,0,-6
2808,58,53,1416,16,3,1,10,2,0,0,0,0,0,1,0,0,-7
2898,61,39,1333,16,3,2,10,-1,0,0,0,0,1,0,0,0,-7
3132,65,45,1190,18,3,1,10,12,0,0,0,0,1,0,1,0,-4
3158,66,33,1158,18,3,1,10,1,0,0,0,0,0,1,0,0,-4
3179,67,32,1117,18,3,2,9,11,1,0,1,0,0,1,0,0,-4
3200,68,21,1076,18,3,1,10,4,0,0,0,0,1,0,1,0,-4
3270,71,8,1014,18,3,2,8,-1,0,0,0,0,1,0,1,0,-4
3684,75,75,729,20,4,1,10,3,0,0,0,0,0,1,0,0,-4
3763,78,55,640,20,4,1,10,3,0,0,0,1,0,0,0,0,-4
3999,82,79,402,22,4,1,10,-3,0,0,0,0,1,0,1,0,-4
4080,85,65,284,22,4,1,10,7,1,0,1,1,0,0,1,0,-4
4101,86,58,243,22,4,2,3,9,0,0,0,1,0,0,0,0,-4
4127,87,49,238,22,4,1,10,6,0,0,0,1,0,0,0,0,-4
4177,89,9,192,22,4,1,9,3,0,0,0,0,0,1,0,0,-4
83,3,11,3549,1,1,1,10,0,0,0,0,0,0,1,0,0,0
317,8,16,3334,3,1,1,10,1,0,0,0,0,1,0,0,0,3
386,11,3,3211,3,1,1,3,0,1,0,0,1,0,0,0,1,3
431,13,1,3140,3,1,3,1,0,0,0,0,0,1,0,0,1,3
452,14,1,3101,3,1,4,1,1,0,0,0,0,1,0,0,1,9
642,16,68,2910,5,1,1,10,1,0,0,0,0,0,1,0,0,10
663,17,67,2873,5,1,2,9,10,1,0,1,1,0,0,1,0,10
689,18,57,2840,5,1,1,10,7,0,0,0,0,1,0,0,1,10
763,21,28,2733,5,1,1,10,0,1,0,0,0,0,1,0,0,10
1450,30,75,2251,7,2,1,10,1,0,0,0,0,1,0,0,0,6
1541,34,49,2142,7,2,2,10,2,0,0,0,1,0,0,0,0,6
2257,42,74,1649,11,3,1,10,1,0,0,0,0,0,1,0,0,0
2424,48,25,1494,12,3,2,10,2,0,0,0,0,0,1,0,0,0
2636,52,51,1265,14,3,1,10,4,1,0,0,1,0,0,0,1,3
2657,53,47,1231,14,3,2,6,9,0,0,0,1,0,0,1,0,3
2683,54,38,1194,14,3,1,10,1,0,0,0,0,1,0,0,0,3
3148,64,43,789,18,4,1,10,8,0,0,0,0,1,0,1,0,6
3569,69,75,543,20,4,1,10,5,0,0,0,0,1,0,0,0,2
3636,72,63,464,20,4,1,10,4,1,0,0,0,1,0,1,0,2
79,3,75,3596,1,1,2,10,6,0,0,0,0,0,1,0,0,0
112,4,64,3572,1,1,1,10,3,0,0,0,1,0,0,0,0,0
184,7,39,3504,1,1,1,10,2,1,1,0,0,0,1,0,0,0
493,12,77,3337,3,1,1,10,6,0,0,0,1,0,0,0,0,0
550,14,40,3300,3,1,1,10,4,1,0,0,0,0,1,0,0,0
617,17,29,3221,3,1,2,10,1,0,0,0,1,0,0,1,0,0
908,22,75,3014,5,1,1,10,2,0,0,0,1,0,0,1,0,0
934,23,73,2986,5,1,2,8,6,0,0,0,1,0,0,1,0,0
1004,26,27,2872,5,1,1,10,5,1,0,0,0,0,1,0,0,0
1049,28,13,2803,5,1,1,10,1,0,0,0,0,0,1,0,0,0
1103,30,7,2758,5,1,1,7,4,0,0,0,1,0,0,1,0,0
1570,34,73,2553,7,2,1,10,3,1,0,0,0,0,1,0,0,0
2145,40,75,2006,9,2,1,10,5,0,0,0,0,1,0,1,0,-7
2199,42,66,1936,9,2,3,1,14,0,0,0,1,0,0,1,0,-7
2290,45,38,1869,9,2,1,10,3,0,1,0,0,0,1,0,0,-7
3022,57,75,1437,12,3,2,10,6,0,0,0,0,0,1,0,0,-7
3197,60,88,1283,14,3,1,10,-2,0,0,0,0,0,1,0,0,-7
3645,67,65,772,16,4,1,10,6,0,0,0,1,0,0,1,0,-4
3690,69,49,713,16,4,1,10,2,1,1,0,0,0,1,0,0,-4
4229,85,6,212,18,4,1,6,4,1,0,0,0,0,1,0,0,-11
189,1,87,3469,2,1,1,10,7,0,0,0,0,1,0,0,0,0
210,2,80,3437,2,1,2,3,4,0,0,0,0,1,0,0,0,0
255,4,70,3365,2,1,2,4,12,0,0,0,1,0,0,0,0,0
614,10,71,3032,5,1,1,10,2,0,0,0,1,0,0,0,0,7
635,11,69,2993,5,1,2,8,0,0,0,0,1,0,0,1,0,7
725,15,49,2896,5,1,2,15,0,1,0,0,0,0,1,0,0,7
1174,19,75,2547,7,2,1,10,1,1,0,0,1,0,0,0,0,7
1224,21,53,2486,7,2,1,10,1,0,0,0,0,0,1,0,0,7
1245,22,52,2464,7,2,2,9,2,0,1,0,0,0,1,0,0,7
1683,31,75,2073,9,2,2,10,1,1,0,0,0,0,1,0,0,1
1728,33,58,1997,9,2,1,10,-1,0,0,0,0,1,0,0,0,1
1883,38,47,1913,9,2,1,10,3,1,0,0,0,1,0,0,0,1
2001,43,30,1841,9,2,2,10,6,0,0,0,0,1,0,0,0,1
2205,48,75,1800,11,3,1,10,2,0,0,0,0,1,0,1,0,4
2250,50,58,1731,11,3,1,10,1,0,0,0,0,1,0,1,0,4
2271,51,57,1696,11,3,2,9,1,0,0,0,0,1,0,1,0,4
2316,53,31,1628,11,3,1,10,2,1,1,0,0,1,0,0,0,4
2366,55,17,1559,11,3,1,10,2,0,0,0,0,0,1,0,0,4
2869,61,70,1160,13,3,2,5,-1,1,0,0,0,1,0,1,0,5
3273,65,74,851,15,4,2,4,14,0,0,0,1,0,0,1,0,5
3299,66,60,822,15,4,1,10,1,1,0,0,0,1,0,0,0,5
3952,73,86,207,19,4,1,10,0,0,0,0,1,0,0,0,0,12
3990,75,86,202,19,4,2,10,2,0,0,0,0,0,1,0,0,12
151,6,39,3501,1,1,2,10,10,0,0,0,0,0,1,0,0,0
198,8,27,3428,1,1,2,8,0,0,0,0,0,0,1,0,0,0
515,10,75,3092,3,1,1,10,9,0,0,0,1,0,0,0,1,-7
536,11,66,3059,3,1,2,1,3,0,0,0,1,0,0,0,0,-7
651,16,3,2903,3,1,2,3,1,0,0,0,0,0,1,0,0,-7
1463,27,65,2308,7,2,1,10,13,1,0,0,0,0,1,0,0,4
2412,39,65,1552,11,3,1,10,2,0,0,0,0,1,0,0,0,-3
2439,40,63,1518,11,3,2,8,0,1,0,0,0,0,1,0,0,-3
2543,44,48,1411,11,3,1,10,8,0,0,0,0,0,1,0,0,-3
2564,45,40,1377,11,3,2,2,13,0,0,0,0,0,1,0,0,-3
2609,47,19,1306,11,3,2,2,11,0,0,0,0,0,1,0,0,-3
2630,48,8,1274,11,3,1,8,0,0,0,0,0,1,0,1,0,-3
3047,53,80,887,13,4,1,10,3,0,0,0,1,0,0,0,1,-7
3149,57,39,785,13,4,1,10,-2,0,0,0,1,0,0,1,0,-7
3170,58,41,750,13,4,2,12,2,0,0,0,1,0,0,0,1,-7
3336,62,65,605,15,4,2,10,2,0,0,0,0,1,0,1,0,-7
3595,68,37,390,17,4,1,10,7,1,0,0,1,0,0,1,0,-7
3616,69,30,354,17,4,2,3,4,0,0,0,0,1,0,1,0,-7
4159,80,8,50,19,4,1,8,4,1,0,1,0,0,1,0,0,-7
59,2,76,3594,1,1,1,10,10,1,0,0,0,1,0,0,0,0
133,5,48,3500,1,1,2,3,2,0,0,0,0,1,0,0,1,0
171,7,46,3461,1,1,3,1,2,0,0,0,0,1,0,0,0,0
192,8,44,3426,1,1,1,10,1,0,0,0,0,1,0,0,1,0
224,9,43,3388,1,1,2,9,1,0,0,0,0,1,0,1,0,0
298,12,10,3298,1,1,1,10,0,0,0,0,1,0,0,0,1,0
609,18,66,3050,3,1,2,7,3,0,0,0,1,0,0,0,0,3
630,19,63,3016,3,1,3,4,5,1,0,1,0,1,0,1,0,3
662,20,43,2992,3,1,1,10,5,1,0,0,1,0,0,0,0,3
1065,25,61,2681,5,2,1,10,5,0,0,0,0,1,0,0,1,3
1318,29,44,2475,7,2,1,10,0,0,0,0,0,1,0,0,1,3
1439,33,61,2375,7,2,3,27,9,1,0,0,0,1,0,0,0,3
1647,36,49,2227,9,2,2,10,3,1,1,0,0,1,0,0,1,3
1692,38,34,2151,9,2,1,10,0,0,0,0,0,1,0,0,0,3
2273,44,70,1818,11,2,1,10,3,1,0,0,0,1,0,0,1,-1
2311,46,67,1812,11,2,2,7,11,1,0,1,0,1,0,0,1,-1
2337,47,56,1803,11,2,1,10,6,1,0,0,1,0,0,0,1,-1
2615,49,82,1639,13,3,1,10,4,0,0,0,1,0,0,0,1,-7
2636,50,78,1608,13,3,2,6,4,0,0,1,0,1,0,1,0,-7
2824,54,75,1474,15,3,2,10,2,0,0,0,1,0,0,0,1,-14
2847,55,73,1437,15,3,3,8,11,1,0,1,0,1,0,1,0,-14
2873,56,62,1406,15,3,1,10,-2,0,0,0,1,0,0,1,0,-14
2998,61,40,1291,15,3,3,1,1,0,0,0,1,0,0,0,0,-14
3019,62,39,1254,15,3,1,10,6,1,0,0,1,0,0,1,0,-14
3277,67,68,1010,17,3,1,10,3,1,0,0,1,0,0,0,0,-14
3607,71,88,642,19,4,1,10,1,1,0,0,1,0,0,0,1,-14
4131,80,52,211,23,4,1,10,2,1,0,0,1,0,0,0,1,-7
119,1,28,3589,2,1,1,10,2,0,0,0,1,0,0,0,0,0
203,4,10,3489,2,1,1,10,5,1,0,0,0,1,0,0,0,0
224,5,5,3458,2,1,2,5,5,1,0,0,0,0,1,0,0,6
456,9,69,3337,4,1,2,9,5,0,0,0,0,1,0,0,0,7
922,13,75,2838,6,1,1,10,4,1,0,0,0,0,1,0,0,4
1279,19,82,2607,8,2,2,17,2,1,0,0,0,0,1,0,0,-3
1483,22,45,2463,10,2,1,10,10,1,0,0,0,1,0,1,0,-3
1541,24,30,2404,10,2,1,5,0,0,0,0,0,1,0,0,0,-3
1583,26,30,2336,10,2,3,5,5,1,0,0,0,0,1,0,0,-3
1621,28,25,2309,10,2,1,10,23,1,0,0,1,0,0,0,0,-3
1642,29,2,2269,10,2,1,2,2,1,0,0,0,0,1,0,0,3
1996,34,70,2003,12,2,1,10,-6,1,0,0,0,1,0,0,0,-3
2458,44,68,1749,15,3,2,3,6,1,0,0,0,0,1,0,0,-10
2479,45,62,1714,15,3,1,10,1,0,0,0,1,0,0,0,0,-10
2502,46,61,1677,15,3,2,9,6,1,0,0,0,0,1,0,0,-10
2552,48,44,1610,15,3,1,10,-4,0,0,0,0,1,0,1,0,-10
2576,49,48,1576,15,3,2,14,0,0,0,0,0,0,1,0,0,-10
2631,51,9,1502,15,3,1,9,-2,1,0,0,1,0,0,1,0,-10
2972,55,82,1194,17,3,1,10,4,1,0,0,0,0,1,0,0,-6
3082,59,75,1088,17,3,1,15,7,1,0,1,0,0,1,0,0,-6
3127,61,61,1006,17,3,3,1,5,0,0,0,0,0,1,0,0,-6
3150,62,56,970,17,3,1,10,1,1,0,0,0,1,0,0,0,-6
3171,63,55,932,17,3,2,9,6,0,0,1,0,1,0,1,0,-6
3219,64,49,900,17,4,3,3,1,1,0,0,0,0,1,0,0,-6
